2012	11	45	2	970
2007	4	15	6	1360
2007	4	16	3	1675
2012	5	19	7	1156
2010	9	35	7	1332
2013	8	33	7	1328
2008	1	4	1	1183
2011	5	19	2	1643
2013	8	33	1	1416
2009	11	46	6	1230
2009	3	12	5	1505
2012	1	4	6	1441
2010	10	40	5	1489
2012	7	28	4	1615
2011	4	14	3	1496
2013	3	13	6	1221
2008	6	23	4	1612
2016	8	35	3	1458
2010	1	2	6	1361
2007	1	1	7	1252
2006	8	33	4	1599
2008	5	19	4	1624
2009	11	47	4	1556
2015	12	50	3	1324
2014	11	47	7	1204
2007	1	5	2	1412
2016	8	35	1	1416
2014	11	47	1	1151
2015	3	12	6	1185
2012	2	5	4	1535
2013	11	45	7	1242
2011	11	48	1	1446
2011	1	1	4	1492
2010	2	6	2	1306
2016	6	23	3	1332
2016	5	19	2	1440
2015	7	30	5	1477
2016	2	5	6	1214
2013	1	3	5	1361
2015	11	47	7	1173
2007	10	42	1	1501
2015	7	30	3	1574
2011	5	18	4	1492
2007	9	38	4	1641
2009	3	11	5	1483
2007	12	1	1	1200
2010	10	43	4	1636
2016	3	9	3	1334
2009	8	33	2	1574
2009	6	26	4	1559
2009	5	20	3	1723
2012	12	51	4	1399
2008	12	49	3	1525
2016	3	9	5	1252
2006	7	27	2	1295
2006	2	7	7	1065
2011	4	15	1	1436
2016	10	42	1	1399
2014	8	33	7	1373
2016	10	42	7	1180
2008	7	29	4	1635
2008	6	25	7	1275
2011	11	44	4	1509
2013	6	23	6	1197
2011	8	34	7	664
2012	6	25	4	1459
2012	9	38	4	1513
2015	7	29	2	1392
2014	2	7	3	1358
2011	1	4	3	1161
2009	4	14	3	1563
2014	6	26	2	1471
2015	7	29	4	1558
2015	4	16	7	1216
2008	3	13	3	1614
2015	8	32	2	1476
2013	7	28	7	1298
2007	9	37	2	1525
2007	12	49	4	1463
2006	7	30	5	1598
2007	1	3	4	1578
2013	11	46	7	1283
2009	3	10	6	1457
2009	11	48	1	1426
2009	5	19	1	1279
2013	7	29	3	1512
2013	9	39	1	1431
2012	12	50	7	1117
2009	11	45	5	1416
2013	11	47	4	1453
2011	12	52	4	1330
2010	5	20	1	1455
2011	12	52	2	1294
2012	2	7	5	1526
2013	2	9	2	1352
2015	11	45	4	1453
2006	8	31	3	1545
2009	1	1	6	1281
2014	10	41	4	1498
2010	8	32	1	1462
2008	4	17	4	1498
2009	6	23	6	1239
2006	11	44	3	1889
2010	9	38	4	1628
2011	9	36	2	1252
2008	1	3	3	1593
2010	9	38	2	1511
2009	3	13	5	1540
2008	1	3	5	1620
2007	5	20	1	1684
2010	10	41	5	1517
2015	3	13	4	1286
2011	10	44	1	1321
2016	3	11	7	1065
2013	6	24	3	1565
2016	8	32	2	1453
2015	12	51	1	1320
2007	5	18	2	1652
2012	10	43	6	1305
2008	5	22	1	1164
2007	4	16	1	1400
2013	12	1	1	1308
2006	8	34	5	1507
2009	1	4	2	1391
2015	4	18	4	1474
2012	11	48	1	1314
2011	9	39	3	1521
2009	5	22	6	1333
2007	9	39	5	1679
2016	6	24	7	1154
2014	10	44	3	1464
2007	11	46	2	1599
2012	2	6	5	1528
2016	3	12	6	1232
2007	3	13	3	1624
2016	2	6	7	815
2010	7	29	5	1463
2016	11	48	2	1223
2006	5	21	1	1580
2006	4	17	2	1579
2014	10	40	6	1278
2008	4	14	4	1522
2008	2	8	2	1478
2006	4	17	4	1588
2014	3	10	6	1414
2007	1	1	5	1687
2008	5	19	6	1360
2016	10	43	3	1340
2008	7	28	2	1512
2014	7	27	2	1529
2009	5	21	5	1512
2015	12	52	7	1161
2006	3	10	5	1587
2012	7	28	2	1587
2007	12	49	6	1383
2008	6	26	6	1370
2010	9	37	5	1503
2015	8	35	3	1562
2010	7	30	2	1526
2015	11	47	5	1434
2011	8	32	4	1621
2010	7	30	4	1633
2006	5	18	7	1290
2012	6	26	5	1505
2007	11	48	2	1653
2014	1	3	1	1423
2011	8	32	2	1414
2009	9	37	7	1299
2013	8	34	6	1428
2014	5	19	5	1478
2010	4	16	2	1648
2008	1	1	7	1241
2007	2	7	2	1478
2006	7	29	1	1506
2011	2	7	4	1570
2015	12	53	3	1265
2011	8	33	7	1289
2012	5	21	5	1495
2011	11	44	6	1374
2007	1	4	4	1489
2016	9	36	3	1378
2014	11	44	6	1207
2009	6	25	5	1519
2011	4	17	6	1272
2012	1	2	2	1556
2013	11	44	5	1581
2006	11	47	2	1557
2008	1	2	7	1274
2012	1	2	4	1384
2010	9	37	3	1579
2010	10	42	6	1428
2006	5	19	3	1695
2007	10	43	1	1637
2016	10	41	6	1273
2016	6	26	3	1527
2015	11	46	5	1353
2009	8	34	3	1635
2010	1	4	6	1150
2010	11	44	3	1558
2012	5	22	2	1635
2015	3	10	4	1029
2006	2	6	3	1547
2014	5	21	7	1177
2008	6	23	2	1725
2015	12	52	5	797
2012	5	22	4	1516
2011	3	11	1	1381
2006	1	1	1	1326
2011	1	3	7	1027
2012	11	46	3	1394
2006	10	43	1	1601
2016	6	25	2	1598
2007	10	40	6	1464
2013	1	5	3	1394
2008	4	17	2	1555
2016	6	25	4	1484
2007	2	8	6	1292
2010	1	1	7	1108
2007	1	2	6	1390
2010	8	30	7	1310
2010	2	5	6	1251
2010	1	1	1	1271
2007	9	36	4	1656
2016	5	21	1	1389
2012	6	23	7	1272
2008	7	27	6	1365
2014	4	15	1	1166
2014	5	22	6	1358
2008	4	14	6	1343
2011	12	49	1	1400
2013	6	24	1	1219
2014	7	30	5	1489
2008	5	22	3	1685
2008	9	37	5	1547
2012	7	27	5	1457
2008	7	31	4	1559
2007	4	15	4	1330
2011	11	46	4	1440
2009	5	22	4	1447
2014	1	5	2	1325
2008	3	9	6	1263
2011	8	35	3	1479
2007	11	45	3	1581
2007	12	51	4	1505
2011	11	45	5	1344
2015	7	27	6	1208
2009	2	6	1	1397
2007	8	31	6	1367
2012	6	22	5	1535
2015	7	28	7	1297
2009	9	38	6	1392
2011	4	14	1	1349
2011	12	50	6	1270
2008	11	46	3	1473
2011	6	24	2	1483
2009	5	21	7	1165
2006	6	26	2	1640
2008	9	38	2	1633
2011	6	24	4	1589
2011	2	6	2	1377
2008	9	38	4	1619
2016	9	39	2	1338
2016	10	39	7	1111
2014	10	43	7	1340
2009	12	51	2	1515
2012	9	39	6	1425
2012	3	13	2	1349
2007	4	17	7	1311
2009	7	29	1	1483
2010	9	36	4	1612
2010	7	30	1	1446
2015	11	47	4	1331
2008	1	5	4	1518
2014	9	40	2	1484
2010	5	18	1	1372
2011	8	32	7	950
2015	11	47	2	1407
2013	8	34	3	1479
2009	3	11	6	1359
2006	12	50	4	1542
2011	7	30	4	1552
2014	9	37	4	1528
2007	8	33	3	1717
2006	2	8	5	1299
2015	10	41	6	1225
2016	11	45	5	1203
2009	4	15	7	937
2008	7	29	7	1301
2006	8	32	5	1611
2008	10	43	6	1403
2007	4	15	1	1329
2016	7	28	2	1332
2013	12	50	5	1336
2011	10	42	1	1357
2014	8	34	7	1386
2016	12	48	4	1426
2013	11	44	6	1407
2010	12	50	4	1294
2007	10	43	4	1633
2006	10	40	5	1543
2013	4	16	3	1472
2007	12	49	3	1471
2012	4	14	6	1306
2012	4	17	3	1631
2006	1	52	7	1376
2006	5	18	6	1380
2010	11	44	4	1359
2015	5	18	6	1181
2010	11	44	2	1261
2006	6	23	5	1629
2012	5	22	1	1090
2012	10	40	1	1327
2016	1	2	1	1340
2014	9	38	5	1531
2008	7	30	6	1439
2015	10	41	4	1429
2008	4	14	3	1641
2010	12	49	7	999
2013	4	15	2	1508
2016	11	46	4	1398
2015	5	19	5	1312
2007	11	48	1	1451
2010	3	12	5	1560
2012	11	46	2	1273
2006	9	36	5	1573
2015	4	15	6	1208
2012	8	33	5	1626
2016	12	51	5	1264
2011	8	34	4	1513
2012	6	24	5	1559
2007	8	35	4	1604
2015	5	21	5	1415
2009	3	13	2	1453
2015	4	15	4	1284
2010	10	41	2	1611
2011	12	49	4	1361
2013	4	17	1	1344
2014	9	37	6	1282
2007	2	9	3	1645
2010	2	6	1	1239
2008	2	6	4	1552
2013	12	52	5	1348
2009	12	50	1	1407
2015	10	42	5	1522
2013	2	9	1	1262
2013	10	42	5	1432
2008	2	8	1	1193
2007	9	39	6	1552
2010	9	35	4	1532
2006	4	15	6	1305
2011	7	27	3	1511
2016	4	14	4	1370
2013	8	33	2	1490
2008	1	4	2	1503
2010	4	16	1	1452
2008	2	8	7	1129
2012	10	43	5	1441
2011	8	31	5	1474
2012	6	22	6	1326
2011	4	14	6	1365
2013	3	13	5	1298
2010	4	17	1	1234
2006	6	22	6	1289
2007	1	1	2	1630
2008	6	23	1	1600
2013	10	41	6	1467
2009	5	21	6	1400
2010	3	10	5	1345
2008	9	38	1	1578
2008	2	5	5	1340
2009	10	42	1	1242
2010	6	25	1	1508
2016	7	27	6	1176
2015	3	12	5	1154
2016	8	32	5	1391
2014	2	8	2	1271
2014	8	34	1	1434
2013	6	26	7	1311
2013	12	49	4	1511
2009	5	22	1	1184
2010	2	8	3	1479
2016	3	13	3	1351
2010	3	9	6	1398
2007	10	42	2	1711
2008	8	32	1	1555
2014	9	39	3	1466
2010	11	47	3	1440
2013	12	52	7	1125
2016	3	9	6	1174
2006	2	8	3	1500
2013	9	36	2	1581
2010	11	47	5	1362
2010	4	16	7	1099
2009	10	44	5	1519
2007	2	7	1	1410
2012	11	45	3	846
2012	8	34	6	1394
2006	2	7	6	1235
2006	6	25	6	1292
2011	11	44	3	1470
2015	6	25	1	1427
2015	12	49	2	1281
2014	6	26	7	1235
2015	10	44	1	1307
2015	7	29	7	1212
2012	11	45	5	1306
2011	4	17	5	1543
2014	6	26	1	1410
2009	4	14	4	1485
2013	3	11	3	1506
2014	4	18	1	1304
2006	10	40	3	1654
2015	1	4	2	1349
2009	7	28	1	1425
2006	6	26	1	1655
2014	3	12	3	1362
2006	9	35	6	1109
2012	4	17	1	1404
2009	1	2	2	1481
2012	8	32	5	1486
2013	10	43	5	1428
2016	3	10	7	1132
2009	8	34	4	1639
2015	9	38	4	1448
2016	1	53	7	1068
2015	12	50	6	1360
2009	3	10	5	1528
2016	1	2	3	1257
2006	8	31	6	1406
2016	8	31	4	1363
2011	6	24	1	1471
2006	9	36	7	1299
2008	2	7	2	1235
2007	4	14	3	1303
2006	10	43	2	1574
2014	11	47	2	1254
2009	1	4	1	1018
2010	6	22	2	1575
2006	11	48	3	1520
2016	12	51	7	764
2009	12	53	3	1466
2006	5	20	6	1342
2006	10	42	7	1302
2006	12	49	5	1377
2013	12	51	6	1376
2012	1	2	1	1336
2008	12	51	3	1454
2008	1	3	6	1401
2011	7	29	7	1275
2007	6	24	1	1637
2012	6	23	4	1487
2013	5	21	1	1385
2008	7	27	5	1102
2015	9	37	2	1476
2007	5	20	2	1747
2015	5	22	6	1401
2016	4	17	6	1197
2012	4	13	7	1093
2013	10	40	4	1610
2016	12	48	6	1266
2010	11	45	7	1170
2015	1	2	2	1059
2016	1	3	1	1136
2007	4	16	4	1683
2010	4	14	4	1588
2008	7	31	3	1699
2007	4	15	7	946
2007	4	16	2	1613
2016	7	30	5	1289
2012	11	47	7	997
2014	8	35	3	1490
2016	12	50	3	1411
2011	7	27	1	1145
2008	5	19	1	1471
2007	10	41	3	1750
2016	4	14	6	1302
2006	12	51	2	1519
2008	8	33	3	1621
2007	12	51	7	1230
2010	11	46	7	1177
2012	7	28	1	1479
2011	3	13	3	1455
2006	2	5	3	1562
2006	4	17	7	1238
2010	1	2	3	1439
2012	12	51	7	1181
2012	11	44	7	1032
2010	3	10	7	996
2016	1	4	7	1122
2010	4	13	5	1358
2013	6	24	2	1409
2011	11	45	6	1305
2016	8	32	3	1453
2006	1	3	2	1480
2009	12	51	1	1369
2006	10	41	7	1284
2015	7	30	6	1427
2009	7	29	3	1628
2007	12	48	6	1282
2007	9	38	3	1737
2010	5	18	3	1630
2015	9	39	5	1277
2007	9	38	5	1662
2011	3	13	1	1327
2009	6	26	1	1627
2006	1	4	3	1619
2009	8	33	3	1616
2012	4	15	4	1339
2011	7	30	6	1339
2011	12	51	3	1464
2010	1	4	5	1320
2009	11	46	5	1491
2008	4	15	6	1441
2009	8	33	5	1605
2016	8	35	2	1444
2016	10	42	2	1553
2013	5	22	2	1449
2013	2	7	4	1345
2014	8	33	6	1457
2007	8	32	5	1423
2009	3	10	3	1378
2011	11	44	5	1458
2013	6	23	7	1305
2009	12	52	7	1132
2007	1	4	7	1290
2015	10	44	3	1135
2007	1	1	4	1712
2006	9	39	6	1443
2010	6	24	1	1458
2013	6	23	1	1372
2007	6	23	2	1829
2007	8	32	7	1347
2006	12	52	6	1151
2011	10	42	3	1409
2015	2	7	4	1295
2011	7	29	5	1404
2010	12	50	6	1308
2015	2	8	6	1086
2012	2	8	2	1298
2008	1	2	4	1699
2010	9	37	6	1438
2010	10	42	5	1555
2013	10	42	7	1241
2013	4	16	1	1324
2007	12	49	5	1507
2016	10	41	3	1433
2016	12	52	1	1027
2015	9	38	6	1433
2009	8	34	2	1501
2016	11	44	7	1098
2006	1	5	1	1557
2015	3	10	7	1032
2006	8	35	4	1560
2015	9	36	4	1444
2009	5	19	6	1436
2014	9	38	7	1291
2009	11	45	4	1538
2016	11	44	5	1420
2010	12	49	5	1353
2006	8	35	2	1430
2009	7	27	5	1516
2010	4	15	2	1522
2013	2	8	1	1102
2006	11	48	1	1590
2012	2	7	4	1477
2013	11	47	7	1058
2012	8	33	7	1286
2008	5	21	2	1437
2008	4	17	1	1403
2012	2	7	2	1273
2016	7	29	4	1454
2016	6	25	7	1238
2009	11	45	2	1367
2014	6	25	6	1411
2015	2	7	6	1109
2013	12	51	4	1394
2010	9	38	7	1344
2011	7	28	3	1569
2016	10	44	1	1409
2012	11	46	4	1389
2010	1	1	2	1451
2007	1	2	5	1565
2015	5	21	7	1191
2009	3	13	4	1429
2007	6	24	3	1692
2012	4	16	1	1455
2013	5	21	3	1587
2007	9	36	7	1445
2010	10	41	4	1574
2013	7	31	3	1555
2016	8	34	7	1340
2009	10	42	3	1616
2013	7	28	2	1616
2012	12	49	4	1325
2009	7	27	7	1300
2016	8	33	7	1269
2008	5	22	6	1283
2009	8	35	7	1295
2008	10	41	1	1421
2006	9	37	5	1437
2013	2	5	6	1272
2016	11	47	6	1194
2010	12	48	3	1319
2015	10	42	7	1098
2010	3	11	5	1481
2011	11	46	7	1176
2008	4	14	5	1495
2009	5	22	7	1210
2013	6	24	4	1406
2006	10	43	4	1629
2015	7	31	4	1439
2008	8	33	1	1501
2015	6	23	6	1272
2012	12	48	6	1243
2014	3	10	5	1390
2015	5	20	5	1533
2009	8	32	7	1351
2015	11	48	2	1321
2013	6	25	7	1249
2008	2	9	1	1361
2015	6	24	3	1499
2006	12	48	6	1358
2006	6	22	4	1656
2013	2	6	2	1343
2016	4	15	5	1473
2007	6	25	1	1667
2008	5	19	7	1140
2012	12	52	3	1060
2016	1	4	5	1261
2010	2	5	5	1526
2015	12	52	6	1122
2009	10	43	1	1341
2009	8	31	6	1367
2015	6	24	1	1419
2013	11	45	4	1441
2015	2	6	5	1198
2012	8	35	4	1524
2010	6	25	3	1574
2008	10	40	7	1234
2009	12	51	7	801
2014	6	27	1	1393
2011	10	41	2	1550
2015	10	43	3	1493
2006	9	38	4	1630
2012	3	11	2	1552
2016	5	19	5	1350
2011	1	1	3	1462
2013	12	49	7	1139
2006	11	46	7	1216
2013	1	3	2	1379
2016	12	49	3	1344
2010	5	18	4	1639
2016	9	35	4	1243
2015	11	47	1	1409
2010	5	18	2	1594
2014	7	29	4	1451
2007	3	12	6	1299
2013	10	42	2	1514
2006	2	7	3	1550
2013	10	42	4	1579
2013	9	36	7	1313
2006	11	46	5	1585
2011	1	4	4	864
2011	2	7	3	1537
2009	4	14	7	1163
2012	3	10	1	1339
2014	1	4	5	1273
2011	10	42	4	1563
2006	12	49	6	1272
2007	11	44	6	1356
2013	12	50	6	1103
2010	12	50	1	1316
2011	10	42	2	1519
2015	2	7	5	1107
2016	12	48	7	1078
2013	11	48	4	781
2010	12	50	7	1158
2011	9	37	5	1415
2013	4	16	6	1294
2016	5	20	5	1444
2006	9	35	5	1501
2014	1	1	4	1206
2012	4	17	6	1309
2006	7	27	5	1603
2013	12	51	5	1428
2014	12	52	6	925
2012	4	14	5	1374
2015	8	33	3	1594
2014	11	48	5	1166
2014	5	21	2	1476
2015	5	18	5	1390
2011	5	21	1	1476
2013	9	39	6	1436
2013	5	22	5	1335
2009	11	45	1	1529
2013	4	15	7	1176
2015	1	3	1	1133
2013	5	22	3	1322
2006	6	24	3	1710
2006	3	12	4	1631
2010	3	12	6	1241
2016	4	15	6	1291
2014	2	6	6	1230
2006	12	48	5	1491
2007	11	47	7	1280
2010	8	32	6	1429
2007	6	24	6	1320
2006	8	31	5	1567
2009	4	16	6	1348
2009	6	23	1	1446
2007	8	35	1	1672
2014	10	41	3	1508
2011	2	8	2	1335
2009	2	9	2	1481
2009	3	13	1	1337
2010	10	41	1	1312
2011	7	30	1	1456
2009	2	5	7	1109
2009	9	39	3	1622
2013	5	21	2	1555
2011	2	5	4	1358
2013	5	21	4	1442
2014	5	22	1	1147
2013	6	24	7	1197
2011	5	20	1	1379
2008	5	22	5	1577
2010	6	26	2	1579
2007	7	30	1	1412
2016	9	38	7	1199
2008	2	6	7	1169
2008	6	27	1	1485
2012	9	38	1	1436
2009	12	50	2	1493
2009	5	22	2	1611
2010	6	22	7	1238
2014	10	44	4	1414
2015	10	42	6	1202
2015	6	27	2	1412
2016	5	18	5	1400
2011	7	30	7	1257
2007	3	13	4	1532
2006	11	45	6	1396
2006	3	9	4	1333
2013	1	4	6	1215
2010	7	29	2	1619
2006	2	8	6	1230
2007	1	1	1	1377
2012	1	4	3	1506
2006	6	22	5	1452
2014	7	27	5	1304
2015	12	52	3	1210
2012	9	35	6	1348
2016	4	16	3	1476
2009	5	21	3	1629
2015	6	24	6	1271
2010	4	13	6	1229
2011	2	6	5	1463
2007	11	45	4	1565
2006	1	3	1	1197
2008	10	40	4	1554
2006	10	41	4	1722
2011	9	38	6	1308
2010	12	51	3	1416
2014	2	8	5	1366
2011	1	1	1	1214
2016	2	5	1	1250
2012	3	13	3	1529
2011	10	41	5	1376
2016	11	47	5	1270
2006	12	50	7	1214
2006	5	18	3	1607
2013	2	9	4	1409
2010	8	34	4	1484
2012	3	13	5	1417
2013	11	48	6	1176
2015	9	39	6	1320
2011	10	41	3	1443
2012	1	1	2	1318
2011	5	18	3	1392
2014	1	3	6	1381
2010	11	47	6	1292
2013	6	26	4	1514
2008	3	13	6	1370
2008	2	8	4	1450
2013	9	36	1	1274
2013	4	14	1	1161
2009	10	44	6	1363
2007	6	23	7	1322
2013	2	7	7	1071
2016	8	32	6	1264
2006	7	29	6	1371
2012	11	45	6	1258
2012	8	34	5	1575
2015	1	2	1	1152
2014	7	28	5	1421
2012	5	21	2	1611
2014	1	4	7	1088
2016	1	1	2	1143
2006	9	39	5	1590
2007	6	23	1	1421
2006	3	11	4	1537
2015	2	7	3	1307
2011	7	29	6	1340
2010	8	33	5	1498
2015	5	22	5	1401
2015	8	32	7	1280
2015	1	4	5	1334
2006	7	26	7	1251
2012	5	19	2	1628
2010	7	27	2	1501
2010	5	19	7	1199
2006	7	30	2	1715
2008	11	44	7	1223
2010	11	44	7	1181
2013	9	35	7	1328
2016	1	2	6	1305
2011	3	11	6	1332
2012	11	46	7	1142
2006	9	36	2	1549
2008	12	1	3	1038
2009	12	49	3	1540
2006	9	36	4	1623
2010	5	20	6	1412
2016	9	37	6	1284
2007	11	47	5	1283
2012	8	33	4	1558
2008	10	42	3	1736
2008	5	21	1	1463
2009	9	40	2	1463
2016	7	29	7	1310
2013	1	5	4	1431
2007	3	10	4	1436
2013	8	31	6	1427
2015	2	9	3	1273
2014	10	41	1	1452
2013	12	51	3	1347
2016	7	30	6	1224
2011	10	43	7	992
2006	11	44	4	1530
2015	5	21	4	1438
2006	11	47	5	1319
2009	9	39	1	1502
2011	2	5	6	1264
2016	5	21	6	1239
2014	4	15	6	1338
2010	12	52	2	826
2013	12	52	2	1129
2008	10	41	2	1567
2011	10	40	7	1209
2013	12	52	4	1228
2013	2	5	5	1440
2012	9	38	3	1518
2010	4	14	7	1256
2012	3	12	7	1161
2008	9	37	2	1464
2007	4	15	2	1465
2015	4	18	1	1347
2016	5	18	7	1107
2010	3	13	3	1394
2016	4	14	5	1383
2016	4	14	3	1354
2007	3	9	5	1420
2006	3	9	6	1263
2008	8	33	6	1426
2015	1	4	3	1333
2015	6	23	5	1448
2014	12	50	4	1299
2014	6	24	3	1571
2014	2	5	7	1237
2007	11	46	5	1511
2010	8	35	2	1486
2016	2	6	2	1285
2006	10	40	6	1407
2010	11	46	4	1643
2008	2	9	2	1429
2012	1	4	1	1425
2011	4	14	5	1492
2014	9	36	3	1612
2016	1	4	6	1282
2010	3	10	2	1542
2012	11	44	4	994
2011	5	19	7	1138
2010	3	10	4	1515
2016	9	39	5	1224
2015	9	40	3	1446
2006	3	10	2	1522
2015	1	2	7	1007
2014	7	31	4	1532
2008	6	26	1	1530
2012	9	39	1	1377
2015	8	35	4	1407
2016	2	5	3	1352
2016	5	22	2	1590
2009	7	29	6	1406
2014	8	34	2	1507
2008	11	48	7	1085
2014	12	49	5	1194
2009	4	18	1	1444
2006	4	14	3	1614
2015	5	19	6	1266
2014	1	3	4	1491
2011	3	12	7	1110
2007	4	16	7	1291
2014	9	37	7	1236
2009	8	33	6	1476
2008	11	47	6	1245
2014	9	37	1	1389
2010	4	16	4	1595
2006	7	29	4	1703
2014	8	33	3	1398
2013	5	19	6	1357
2011	1	4	6	1220
2015	10	44	6	1262
2013	6	23	2	1557
2009	12	52	4	960
2014	6	26	4	1449
2016	9	36	4	1396
2008	4	18	2	1460
2012	8	33	2	1550
2013	1	2	4	1503
2014	2	7	4	898
2007	8	32	6	1396
2016	8	33	4	1453
2016	11	44	2	1533
2015	8	32	5	1509
2007	3	11	2	1605
2007	8	34	3	1580
2012	2	8	1	1147
2011	9	37	7	1161
2015	4	14	3	1406
2015	9	38	3	1448
2006	1	5	2	1417
2009	8	34	7	1315
2012	1	52	7	1312
2015	9	38	5	1599
2015	12	50	5	1461
2011	5	21	3	1594
2009	5	19	5	1620
2015	10	41	7	1248
2007	7	31	1	1632
2013	4	15	1	1281
2006	8	35	1	1535
2006	10	43	7	1354
2015	10	41	1	1357
2014	1	5	5	1367
2016	11	44	4	1418
2006	11	48	4	1655
2006	6	26	4	1598
2012	3	11	7	1329
2010	6	23	1	1469
2006	11	48	2	1632
2013	1	1	5	1418
2016	12	51	6	1008
2012	2	7	1	1354
2010	8	32	4	1506
2008	8	34	2	1689
2014	7	29	6	1389
2013	8	31	4	1307
2006	5	20	5	1440
2011	9	36	5	1377
2014	12	51	2	1315
2006	6	23	6	1301
2015	5	21	2	1426
2015	4	15	7	1110
2006	12	52	5	1450
2008	11	45	5	1577
2014	9	38	6	1509
2014	5	19	2	1568
2015	4	15	1	1231
2010	12	49	6	1325
2016	5	21	4	1457
2009	10	42	6	1364
2012	7	31	2	1540
2014	5	22	3	1549
2014	4	16	2	1248
2009	7	27	6	1236
2014	7	30	2	1517
2008	3	13	4	1630
2016	9	38	5	1481
2015	2	5	7	991
2015	4	18	3	1419
2009	7	30	2	1518
2014	1	2	5	1378
2011	9	39	4	1385
2009	10	41	2	1673
2011	9	35	5	1412
2011	7	27	6	1320
2011	5	19	5	1591
2009	2	6	6	1279
2009	8	32	4	1552
2011	3	13	2	1318
2015	11	48	1	1266
2010	4	17	2	1584
2013	5	20	7	1096
2006	7	28	5	1585
2011	3	13	4	1387
2013	9	37	1	1355
2009	9	38	1	1395
2013	10	41	5	1546
2009	6	25	2	1620
2008	11	46	4	1372
2008	5	19	2	1676
2013	2	8	2	1227
2010	5	22	1	1184
2015	9	36	7	1242
2008	2	5	6	1403
2010	3	9	5	1519
2011	2	6	7	1146
2010	6	25	6	1455
2014	2	8	3	1226
2016	7	27	5	1214
2009	12	51	4	1294
2012	3	11	1	1422
2015	2	6	6	1098
2015	8	35	6	1349
2015	1	1	6	931
2011	1	1	6	1081
2016	2	5	2	1446
2010	2	8	4	1109
2016	2	5	4	1425
2010	9	36	1	1243
2010	7	30	6	1323
2007	11	48	4	1461
2010	7	26	7	1149
2012	1	1	1	1085
2013	8	34	4	1417
2009	3	11	3	1676
2009	1	1	4	1223
2011	12	51	6	981
2007	3	12	5	1591
2011	5	22	2	1560
2009	11	46	2	1626
2012	10	41	5	1503
2013	3	12	4	1307
2012	3	13	6	1225
2007	2	7	6	1163
2006	7	29	5	1469
2007	1	4	2	1557
2016	9	35	7	1174
2012	5	21	1	1307
2016	3	13	4	1418
2011	1	4	7	1022
2006	11	46	4	1552
2016	1	1	1	1202
2012	3	10	2	1487
2010	8	31	5	1572
2006	3	11	7	1158
2007	11	44	5	1494
2011	4	17	2	1478
2010	8	33	6	1326
2008	1	2	3	1607
2014	12	1	1	1141
2012	4	17	5	1546
2016	6	26	1	1471
2010	10	42	2	1562
2016	5	20	6	1327
2012	1	1	7	1124
2009	1	3	7	1051
2012	7	30	1	1406
2014	12	52	5	978
2010	1	4	2	1537
2014	11	48	6	1145
2013	4	15	4	1479
2016	2	7	7	1131
2012	5	18	7	1253
2008	7	30	3	1725
2008	6	24	2	1501
2008	12	52	4	714
2014	1	3	3	1490
2016	9	37	5	1397
2016	12	51	3	1416
2013	5	18	3	1500
2010	8	32	5	1499
2013	3	10	6	1309
2011	8	34	1	1458
2013	8	31	5	1456
2007	9	36	2	1741
2014	10	41	6	1230
2008	4	17	6	1301
2013	8	32	5	1484
2007	10	44	3	1530
2014	3	13	6	1154
2007	1	2	2	1596
2008	1	3	1	1482
2007	6	24	5	1582
2014	8	31	6	1359
2009	6	24	1	1513
2016	5	21	5	1395
2016	10	40	6	1249
2009	10	42	5	1388
2014	5	22	4	1650
2008	7	27	2	1609
2013	7	30	6	1416
2014	5	22	2	1540
2012	10	43	2	1491
2016	9	38	2	1428
2014	11	46	5	1284
2010	6	26	1	1541
2009	1	4	6	1329
2016	9	38	4	1497
2008	9	37	1	1548
2015	8	34	3	1561
2007	5	20	5	1612
2015	7	31	1	1485
2007	3	9	6	1292
2007	9	39	3	1653
2013	5	21	7	1132
2007	7	26	7	1329
2006	3	9	5	1427
2010	5	17	6	1319
2008	1	4	7	1203
2010	7	29	7	1243
2008	12	49	5	1508
2013	1	4	5	1259
2016	10	43	7	1234
2016	1	4	3	1337
2011	6	24	6	1356
2007	7	28	2	1522
2008	9	38	6	1422
2011	2	6	6	1353
2016	6	23	5	1412
2013	9	40	1	1554
2008	4	15	1	1476
2015	8	35	7	1252
2011	10	41	6	1147
2011	9	38	5	1364
2015	8	35	1	1510
2007	5	21	7	1173
2014	12	49	6	1075
2010	9	36	3	1627
2010	5	18	7	1109
2009	1	3	5	1316
2015	1	2	4	1035
2010	8	34	7	1344
2010	12	52	1	334
2008	1	5	3	1454
2007	10	42	7	1450
2013	11	48	1	1338
2012	4	18	1	1519
2007	5	18	4	1618
2010	7	29	1	1458
2013	10	42	1	1280
2010	2	6	6	1258
2010	1	3	6	1436
2008	11	47	5	1569
2012	12	52	4	1200
2011	10	40	4	1445
2011	11	48	3	1482
2008	7	29	2	1582
2013	9	36	4	1529
2007	2	7	4	1188
2013	4	14	2	1228
2012	5	21	7	1123
2014	1	4	2	930
2009	3	14	2	1592
2014	7	28	6	1399
2006	7	28	6	1380
2014	1	4	4	1164
2011	10	42	7	1248
2014	1	3	5	1487
2010	12	50	2	1300
2014	10	42	2	1585
2016	6	22	5	1401
2011	7	29	3	1562
2014	12	1	3	875
2011	9	37	4	1382
2010	9	37	1	1332
2013	4	16	5	1425
2007	10	43	3	1627
